Ser,keido,ido,Region (hydrogeologic-geologic),Prefectures,Prefecture_EN,Municipality,Municipality_EN,Place_Name,Onsen_Name,Kosen_Name,Place_Name_EN,Place_Simple_Name_EN,Well_Name,Well_Name_EN,Well_Depth,Simplified_rock_category,Rock_age_EN,Litho_EN,Geol_unit_code,Temp_avail,Disch_avail,Temp,Discharge,Flow_type,Flow_type_EN,Source_type,P (pumped),F (artesian),S (spring - natural),X (unknown source),Water quality sample date,pH,RpH,比重,TSM,H,Li,Na,K,NH4,Ca,Mg,TFe,Fe2+,Fe3+,Mn,Al,F,Cl,HS,SO4,HSO4,S2O3,HCO3,CO3,Br,I,OH,NO3,PO4,HPO4,H2PO4,H3PO4,AsO2,BO2,B,HSiO3,SiO3,SiO2,HAsO2,H2SiO3,HBO2,CO2,H2S,Sr,Ba,Cu,Hg,Pb,Zn,Cd,Cr,As,Ni,Rb,Cs,S,unit,Rn,Rn_unit,Spring_quality,Source,GeolMap,Map_No,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,h,x,y
112,142.8937697,43.532983,central Hokkaido volc,北海道,Hokkaido,上川郡新得町,Shintoku-ch?,地獄谷,,,Jigokudani,Jigokudani,地獄谷-15,,,accretionary complex,late Late Cretaceous to Early Oligocene,sandy turbidite of accretionary complex,K22-PG3at,1,0,86.2,,自然,Spring (natural seepage),spring,,,S,,1987.9.10,2.3,2.14,,4020.0,,0.02,23.74,11.72,15.05,39.19,20.91,,59.99,,0.9,117.16,1.29,3,,1850,,,,,,,,,,,,,,,2.44,,,344.0,,,,2.9,,,,0.01,TR,0.16,,0.01,,,,0.24,,,mg/l,,,,R:01-03,01網走,H-10,,,,,,,,,,,,,1076.0,-590158.9744,938643.4008
113,142.893835,43.53298117,central Hokkaido volc,北海道,Hokkaido,上川郡新得町,Shintoku-ch?,地獄谷,,,Jigokudani,Jigokudani,地獄谷-1,,,accretionary complex,late Late Cretaceous to Early Oligocene,sandy turbidite of accretionary complex,K22-PG3at,1,0,90.6,,自然,Spring (natural seepage),spring,,,S,,1987.9.10,3.4,3.4,,560.0,,,5.09,2.94,14.75,8.08,0.78,,9.96,,0.1,3.82,,3.6,,162,,,,,,,,,,,,,,,3.1,,,80.4,,,,7.1,,,,,TR,0.05,,,,,,0.07,,,mg/l,,,,R:01-03,01網走,H-1,,,,,,,,,,,,,1076.0,-590153.5934,938642.6219
114,142.8938175,43.5329825,central Hokkaido volc,北海道,Hokkaido,上川郡新得町,Shintoku-ch?,地獄谷,,,Jigokudani,Jigokudani,地獄谷1,,0.0,accretionary complex,late Late Cretaceous to Early Oligocene,sandy turbidite of accretionary complex,K22-PG3at,1,1,51.3,14.2,自然,Spring (natural seepage),spring,,,S,,1975.9,2.38,,,1996.0,,,32.8,8.9,,70.4,24.9,40.6,,,2.5,65.16,0.09,10.6,,1255.9,,,,,,,,,,,,,,,,,,50.6,,,26.8,,,,,0.02,,,0.174,,,0.01,,,,,mg/l,,,,R:01-09,01網走,4.A.3,,,,,,,,,,,,,1076.0,-590155.0258,938642.9207
120,142.9558843,43.7225815,central Hokkaido volc,北海道,Hokkaido,上川郡上川町,Kamikawa-ch?,層雲峡温泉,層雲峡,,S?unky? onsen,S?unky?,日赤旭川分院(幸ノ湯),,,accretionary complex,late Late Cretaceous to Early Oligocene,muddy turbidite of accretionary complex,K22-PG3af,1,1,91.0,10.0,自然,Spring (natural seepage),spring,,,S,,1988.8.10,7.1,8.57,,629.0,,0.49,135.26,11.06,5.07,12.38,1.45,,1.81,,0.2,0.57,180,4.4,,107,,,187,,,0.1,,,,,,,,,2.7,,,172.0,,,,156.6,4.9,,,,,,,0.11,,1.1,,0.03,,,mg/l,,,,R:01-03,01網走,U-2,,,,,,,,,,,,,678.3,-582844.7128,958445.7615
123,142.9411395,43.7309315,central Hokkaido volc,北海道,Hokkaido,上川郡上川町,Kamikawa-ch?,層雲峡温泉,層雲峡,,S?unky? onsen,S?unky?,層雲閣グランドホテル宝の湯,,0.0,accretionary complex,late Late Cretaceous to Early Oligocene,muddy turbidite of accretionary complex,K22-PG3af,1,1,89.3,210.0,自然,Spring (natural seepage),spring,,,S,,1977.4,7.3,8.5,,616.0,,,149.0,12.2,,15.6,1.7,0.04,0.01,0.03,0.18,0.17,2.2,81.6,,102.3,,,220,3.3,,,,,,,,,,,,,,155.7,,,23.5,,4.98,,,,,,,,,0.705,,,,,mg/l,,,,R:01-09,01網走,3.C.10,,,,,,,,,,,,,604.5,-583964.0658,959472.4605
126,142.9410465,43.73084683,central Hokkaido volc,北海道,Hokkaido,上川郡上川町,Kamikawa-ch?,層雲峡温泉,層雲峡,,S?unky? onsen,S?unky?,層雲閣グランドホテル桂上の湯,,0.0,accretionary complex,late Late Cretaceous to Early Oligocene,muddy turbidite of accretionary complex,K22-PG3af,1,1,93.2,179.3,自然,Spring (natural seepage),spring,,,S,,1977.8,7.9,8.7,,597.0,,,155.0,12.5,,13,2.4,0.07,0.07,,0.39,0.17,2.01,78.8,,94.9,,,237.9,4.4,,,,,,,,,,,,,,124.3,,,27.2,,7.42,,,,,,0.002,,,0.406,,,,,mg/l,,,,R:01-09,01網走,3.C.7,,,,,,,,,,,,,604.6,-583972.7041,959464.1889
134,142.9465292,43.72544767,central Hokkaido volc,北海道,Hokkaido,上川郡上川町,Kamikawa-ch?,層雲峡温泉,層雲峡,,S?unky? onsen,S?unky?,銀泉閣,,0.0,accretionary complex,late Late Cretaceous to Early Oligocene,muddy turbidite of accretionary complex,K22-PG3af,1,1,63.2,0.5,自然,Spring (natural seepage),spring,,,S,,1977.4,7.8,8.0,,679.0,,,170.4,13.9,,12.6,1.7,0.02,,0.02,0.16,0.05,2.51,85.9,,122,,,229.4,3.8,,,,,,,,,,,,,,157.5,,,23.9,,6.27,,,,,,,,,0.273,,,,,mg/l,,,,R:01-09,01網走,3.C.12,,,,,,,,,,,,,651.4,-583582.9013,958836.0157
331,142.9589268,43.49126017,central Hokkaido volc,北海道,Hokkaido,上川郡新得町,Biei-ch?,ヌプントムラウシ温泉(沼の原温泉),,,,,ヌプン塩谷造材部下,,0.0,accretionary complex,Cretaceous to Early Paleogene,melange matirx of accretionary complex,K-PGax,1,1,50.2,200.0,自然,Spring (natural seepage),spring,,,S,,1974.8,6.3,8.3,,1430.0,,,460.5,36,,29,6.2,0.05,0.01,0.04,0.22,0.36,1.29,383.2,,63.8,,,712.5,109.6,,,,,,,,,,,,,,89.1,,,57.5,,1.57,,,0.001,,,0.007,,,0.005,,,,,mg/l,,,,R:02-07,02釧路,4.B.1,,,,,,,,,,,,,703.0,-585246.6612,933587.4163
332,142.958935,43.4913395,central Hokkaido volc,北海道,Hokkaido,上川郡新得町,Biei-ch?,ヌプントムラウシ温泉(沼の原温泉),,,,,ヌプン噴気孔,,0.0,accretionary complex,Cretaceous to Early Paleogene,melange matirx of accretionary complex,K-PGax,1,1,97.3,194.0,自然,Spring (natural seepage),spring,,,S,,1974.8,9.1,9.1,,2625.0,,,939.0,79.2,,3.4,3.8,0.05,0.04,0.01,0.01,0.34,2.86,694,,28.1,,,1269,72.3,,,,,,,,,,,,,,107.1,,,119.6,,5.17,,,0.001,,,0.009,,,0.113,,,,,mg/l,,,,R:02-07,02釧路,4.B.2,,,,,,,,,,,,,703.0,-585245.0729,933595.8563
333,142.958857,43.49131433,central Hokkaido volc,北海道,Hokkaido,上川郡新得町,Biei-ch?,ヌプントムラウシ温泉(沼の原温泉),,,,,函沢,,0.0,accretionary complex,Cretaceous to Early Paleogene,melange matirx of accretionary complex,K-PGax,1,1,68.9,8.0,自然,Spring (natural seepage),spring,,,S,,1974.8,6.7,8.5,,1603.0,,,498.0,48.3,,11.2,4,0.7,0.7,,0.39,0.49,2.1,348.4,,7,,,829.6,107.8,,,,,,,,,,,,,,33.4,,,73,,0.28,,,0.004,,,0.004,,,0.04,,,,,mg/l,,,,R:02-07,02釧路,4.B.3,,,,,,,,,,,,,703.0,-585251.8202,933593.8454
334,142.9589283,43.4913425,central Hokkaido volc,北海道,Hokkaido,上川郡新得町,Biei-ch?,ヌプントムラウシ温泉(沼の原温泉),,,,,一の沢,,0.0,accretionary complex,Cretaceous to Early Paleogene,melange matirx of accretionary complex,K-PGax,1,1,26.8,1.5,自然,Spring (natural seepage),spring,,,S,,1974.8,6.5,8.3,,2743.0,,,834.0,63.1,,113.4,44.4,2.89,2.6,0.29,0.25,0.37,1.53,115,,,,,2733,131,,,,,,,,,,,,,,118.5,,,99.5,,,,,0.003,,,0.01,,,0.008,,,,,mg/l,,,,R:02-07,02釧路,4.B.4,,,,,,,,,,,,,703.0,-585245.5933,933596.2375
335,142.9588152,43.49143483,central Hokkaido volc,北海道,Hokkaido,上川郡新得町,Biei-ch?,ヌプントムラウシ温泉(沼の原温泉),,,,,ヌプン合流点A,,0.0,accretionary complex,Cretaceous to Early Paleogene,melange matirx of accretionary complex,K-PGax,1,1,25.0,0.3,自然,Spring (natural seepage),spring,,,S,,1974.8,6.9,7.8,,1028.0,,,320.5,9.3,,9,1.4,0.08,0.08,,0.11,1.4,1.8,303.7,,26.4,,,363.6,51,,,,,,,,,,,,,,119.6,,,71.3,,0.03,,,,,,,,,0.368,,,,,mg/l,,,,R:02-07,02釧路,4.B.5,,,,,,,,,,,,,704.0,-585253.9,933607.1456
338,142.9613275,43.232527,central Hokkaido volc,北海道,Hokkaido,上川郡新得町,Biei-ch?,オソウシ温泉,オソウシ,,,,,,0.0,accretionary complex,Late Eocene to Early Miocene,melange matirx of accretionary complex,PG3-4ax,1,1,27.2,107.0,自然,Spring (natural seepage),spring,,,S,,1975.8,9.8,9.8,,160.0,,,56.9,0.4,,0.5,0.1,0.02,0.02,,0.01,0.08,5.3,7.1,,,,,128.1,3.4,,,,,,,,,,,,,,52.3,,,11.4,,9.45,,,,,,0.01,,,0.005,,,,,mg/l,,,,R:02-07,02釧路,4.E.1,,,,,,,,,,,,,392.0,-588011.5838,905814.1735
363,143.0609027,43.33795083,central Hokkaido volc,北海道,Hokkaido,河東郡鹿追町,Shikaoi-ch?,菅野温泉,菅野,,Kanno onsen,Kanno,営林署,,0.0,accretionary complex,Late Eocene to Early Miocene,melange matirx of accretionary complex,PG3-4ax,1,1,49.6,25.0,自然,Spring (natural seepage),spring,,,S,,1977.6,6.5,7.4,,2883.0,,,990.0,64.4,,25.2,10.1,0.08,0.08,,0.01,0.25,1,912.4,,,,,1340,129.8,,,,,,,,,,,,,,144.5,,,187.2,,,,,0.001,,,0.006,,,0.003,,,,,mg/l,,,,R:02-07,02釧路,5.F.6,,,,,,,,,,,,,710.0,-578533.5260000001,916242.2443
364,143.0530287,43.33276283,central Hokkaido volc,北海道,Hokkaido,河東郡鹿追町,Shikaoi-ch?,菅野温泉,菅野,,Kanno onsen,Kanno,ダム止水点,,0.0,accretionary complex,Late Eocene to Early Miocene,melange matirx of accretionary complex,PG3-4ax,1,1,41.1,36.2,自然,Spring (natural seepage),spring,,,S,,1977.6,6.0,6.9,,1329.0,,,428.5,26.4,,20.8,14.6,7.88,7.88,,0.16,0.13,0.35,400.9,,,,,639.3,142.6,,,,,,,,,,,,,,108.5,,,80,,,,,,,,0.003,,,0.003,,,,,mg/l,,,,R:02-07,02釧路,5.F.7,,,,,,,,,,,,,695.0,-579246.2426,915754.6334
365,143.0508523,43.332927,central Hokkaido volc,北海道,Hokkaido,河東郡鹿追町,Shikaoi-ch?,菅野温泉,菅野,,Kanno onsen,Kanno,ダム下流150m,,0.0,accretionary complex,Late Eocene to Early Miocene,melange matirx of accretionary complex,PG3-4ax,1,1,57.6,26.2,自然,Spring (natural seepage),spring,,,S,,1977.6,6.5,8.3,,2149.0,,,677.0,46.4,,46.8,13.6,2.05,2.05,,0.06,0.22,0.6,619.5,,4.7,,,1047,108.7,,,,,,,,,,,,,,177.5,,,126.9,,0.11,,,0.001,,,0.004,,,0.004,,,,,mg/l,,,,R:02-07,02釧路,5.F.8,,,,,,,,,,,,,687.0,-579425.189,915791.3013
366,143.0358112,43.33353417,central Hokkaido volc,北海道,Hokkaido,河東郡鹿追町,Shikaoi-ch?,菅野温泉,菅野,,Kanno onsen,Kanno,水銀鉱山,,0.0,accretionary complex,Late Eocene to Early Miocene,melange matirx of accretionary complex,PG3-4ax,1,1,53.6,3.0,自然,Spring (natural seepage),spring,,,S,,1977.6,6.7,7.7,,3039.0,,,1051.0,69.7,,18.4,9.1,1.26,1.26,,0.12,0.51,0.96,1008,,23.5,,,1269,88.9,,,,,,,,,,,,,,138.4,,,194.6,,0.26,,,0.001,,,0.075,,,0.007,,,,,mg/l,,,,R:02-07,02釧路,5.F.9,,,,,,,,,,,,,678.0,-580667.8158,915988.3009
470,142.96137,43.23242167,central Hokkaido volc,北海道,Hokkaido,上川郡新得町,Shintoku-ch?,オソウシ温泉,オソウシ,,,,,,0.0,accretionary complex,Late Eocene to Early Miocene,melange matirx of accretionary complex,PG3-4ax,1,1,28.0,80.0,自然,Spring (natural seepage),spring,,,S,,1973.1.19,8.4,,,219.0,,,54.28,0.8,,3.37,,,0.065,,0.185,11.72,2.96,14.2,,24.28,,,170.8,,,,,,,,,0.008,,,,,,16.500999999999998,,,8.76,,12.92,,,,,0.001,,,,,,,,,mg/kg,,,,R:02-05,02釧路,TKC-56,,,,,,,,,,,,,393.0,-588009.2527,905802.5028
545,142.780989,43.38077883,central Hokkaido volc,北海道,Hokkaido,上川郡新得町,Shintoku-ch?,新得・湯の滝,,,Shintoku / Yunotaki,Shintoku / Yunotaki,ユウ十勝川泉源-1,,,accretionary complex,Late Cretaceous,mafic volcanic rocks in accretionary complex,K2av,1,0,26.9,,自然,Spring (natural seepage),spring,,,S,,1987.9.20,6.7,9.38,,2430.0,,1.49,532.27,25.86,2.31,106.05,76.05,,1.61,,,0.4,0.43,127,,13.1,,,2370,,,,,,,,,,,,37.7,,,118.0,,,,2107,,,,,TR,0.01,,0.04,,,,0.15,,,mg/l,,,,R:02-03,02釧路,G-1,,,,,,,,,,,,,695.0,-601276.7936,923331.5269
549,142.9588297,43.49137333,central Hokkaido volc,北海道,Hokkaido,上川郡新得町,Shintoku-ch?,ヌプントムラウシ温泉(沼の原温泉),,,,,ヌプントムラウシ温泉-3,,,accretionary complex,Cretaceous to Early Paleogene,melange matirx of accretionary complex,K-PGax,1,1,55.0,2.0,自然,Spring (natural seepage),spring,,,S,,1987.9.8,6.9,8.92,,1240.0,,0.13,295.93,30.1,7.67,23.03,1.99,,0.96,,0.1,0.06,1.39,238,,61.9,,,483,,,,,,,,,,,,70.6,,,97.0,,,,549,,,,,TR,0.01,,0.6,,0.13,,0.66,,,mg/l,,,,R:02-03,02釧路,I-2,,,,,,,,,,,,,703.0,-585253.4044,933600.418
550,142.9589175,43.49124417,central Hokkaido volc,北海道,Hokkaido,上川郡新得町,Shintoku-ch?,ヌプントムラウシ温泉(沼の原温泉),,,,,ヌプントムラウシ温泉-4,,,accretionary complex,Cretaceous to Early Paleogene,melange matirx of accretionary complex,K-PGax,1,1,94.5,328.0,自然,Spring (natural seepage),spring,,,S,,1987.9.9,9.6,9.4,,3020.0,,3.11,788.81,77.16,4.65,1.47,,,1.42,,,0.09,3.26,715,,52.8,,,1400,,,,,,,,,,,,88.6,,,171.0,,,,706,,,,,0.002,0.01,,1.77,,0.23,,1.55,,,mg/l,,,,R:02-03,02釧路,I-3,,,,,,,,,,,,,703.0,-585247.6148,933585.7816
551,142.9588932,43.491372,central Hokkaido volc,北海道,Hokkaido,上川郡新得町,Shintoku-ch?,ヌプントムラウシ温泉(沼の原温泉),,,,,ヌプントムラウシ温泉-9,,,accretionary complex,Cretaceous to Early Paleogene,melange matirx of accretionary complex,K-PGax,1,1,50.0,5.0,自然,Spring (natural seepage),spring,,,S,,1987.9.9,7.4,8.9,,1380.0,,1.59,341.38,33.84,3.82,9.84,3.43,,0.86,,,0.02,1.79,310,,40.9,,,678,,,,,,,,,,,,79.6,,,111.0,,,,531,,,,,0.001,,0.01,0.83,,,,0.75,,,mg/l,,,,R:02-03,02釧路,I-8,,,,,,,,,,,,,703.0,-585248.1615,933599.7136
552,142.9588915,43.49128167,central Hokkaido volc,北海道,Hokkaido,上川郡新得町,Shintoku-ch?,ヌプントムラウシ温泉(沼の原温泉),,,,,ヌプントムラウシ温泉-13,,,accretionary complex,Cretaceous to Early Paleogene,melange matirx of accretionary complex,K-PGax,1,1,40.2,5.0,自然,Spring (natural seepage),spring,,,S,,1987.9.12,6.2,8.83,,648.0,,0.78,142.41,16.77,2.29,15.35,4.59,,3.43,,0.6,0.05,0.78,119,,49.7,,,295,,,,,,,,,,,,38.7,,,60.0,,,,685,,,,,TR,0.02,,0.4,,,,0.42,,,mg/l,,,,R:02-03,02釧路,I-12,,,,,,,,,,,,,703.0,-585249.3378,933590.0356
553,142.9173717,43.41676967,central Hokkaido volc,北海道,Hokkaido,上川郡新得町,Shintoku-ch?,ヌプントムラウシ温泉(沼の原温泉),,,,,熊追沢-5,,,accretionary complex,Cretaceous to Early Paleogene,melange matirx of accretionary complex,K-PGax,1,1,24.2,1.0,自然,Spring (natural seepage),spring,,,S,,1987.9.10,8.1,8.61,,2410.0,,0.4,609.03,59.69,7.29,77.37,48.08,,0.6,,,0.06,1.07,114,,14,,,2320,,,0.42,,,,,,,,,17.7,,,94.6,,,,1762,,,,0.01,TR,0.01,0.02,0.69,,,,0.68,,,mg/l,,,,R:02-03,02釧路,I-17,,,,,,,,,,,,,609.0,-589546.3461,925964.3144
554,142.9180915,43.41679183,central Hokkaido volc,北海道,Hokkaido,上川郡新得町,Shintoku-ch?,ヌプントムラウシ温泉(沼の原温泉),,,,,熊追沢-7,,,accretionary complex,Cretaceous to Early Paleogene,melange matirx of accretionary complex,K-PGax,1,1,24.0,10.0,自然,Spring (natural seepage),spring,,,S,,1987.9.10,7.2,9.03,,3020.0,,2.86,374.71,59.39,7.23,102.01,40.5,,4.37,,,0.15,1.24,114,,16.3,,,2910,,,,,,,,,,,,87.3,,,139.0,,,,2736,,,,0.01,TR,0.05,,0.58,,,,0.46,,,mg/l,,,,R:02-03,02釧路,I-19,,,,,,,,,,,,,613.0,-589486.4048,925960.2778
22,145.1590725,44.02811217,central Hokkaido volc,北海道,Hokkaido,目梨郡羅臼町,Rausu-ch?,羅臼温泉,羅臼,,Rausu onsen,Rausu,元湯の沢D,,0.0,mafic plutonic,Late Miocene to Pliocene,mafic plutonic rocks,N3ga,1,1,95.2,25.3,自然,Spring (natural seepage),spring,,,S,,1976.5,8.8,8.9,,2821.0,,,1017.0,31.4,,2.1,1.9,0.11,0.08,0.03,0.08,0.55,1.04,1213,,203.3,,,434.3,19.5,,,,,,,,,,,,,,246.3,,,43,,4.32,,,0.003,,,,,,0.024,,,,,mg/l,,,,R:01-10,01網走,8.B.18,,,,,,,,,,,,,108.0,-398534.7311,974988.0817
24,145.1586743,44.02772817,central Hokkaido volc,北海道,Hokkaido,目梨郡羅臼町,Rausu-ch?,羅臼温泉,羅臼,,Rausu onsen,Rausu,元湯の沢B,,0.0,mafic plutonic,Late Miocene to Pliocene,mafic plutonic rocks,N3ga,1,1,51.8,11.0,自然,Spring (natural seepage),spring,,,S,,1978.7,6.1,7.4,,909.0,,,263.3,16.4,,23,7,0.77,0.77,,0.33,0.18,0.32,301,,50.6,,,250.1,,,,,,,,,,,,,,,119.2,,,14.6,117.5,,,,,,,,,,0.003,,,,,mg/l,,,,R:01-10,01網走,8.B.16,,,,,,,,,,,,,107.0,-398570.4898,974949.0797
25,145.1579177,44.0269365,central Hokkaido volc,北海道,Hokkaido,目梨郡羅臼町,Rausu-ch?,羅臼温泉,羅臼,,Rausu onsen,Rausu,元湯の沢A,,0.0,mafic plutonic,Late Miocene to Pliocene,mafic plutonic rocks,N3ga,1,1,67.6,10.0,自然,Spring (natural seepage),spring,,,S,,1976.5,6.5,7.3,,1402.0,,,417.2,19.4,,37.6,11.9,,,,0.5,0.24,0.62,462,,80.3,,,417.2,,,,,,,,,,,,,,,144.0,,,30.8,105.6,,,,0.001,,,0.004,,,0.006,,,,,mg/l,,,,R:01-10,01網走,8.B.15,,,,,,,,,,,,,114.0,-398638.9249,974868.2848
406,144.0897028,43.43331317,central Hokkaido volc,北海道,Hokkaido,阿寒郡阿寒町,Akan-ch?,阿寒湖畔温泉,阿寒湖畔,,,,阿寒湖コタン,,0.0,Quat sediments,Late Pleistocene,lower terrace,Q3tl,1,1,26.3,152.0,自然,Spring (natural seepage),spring,,,S,,1978.6,6.3,7.7,,971.0,,,123.0,9.9,,89.2,55.9,3.61,3.61,,0.11,0.6,0.22,88.2,,238.6,,,427,,,,,,,,,,,,,,,107.2,,,8.6,117.9,0.05,,,,,,0.004,,,0.038,,,,,mg/l,,,,R:02-08,02釧路,1.B.8,,,,,,,,,,,,,425.0,-492089.7903,918157.293
39,142.8872348,43.68321417,central Hokkaido volc,北海道,Hokkaido,上川郡上川町,Kamikawa-ch?,有毒温泉,有毒,,Y?doku onsen,Y?doku,有毒温泉B,,0.0,sediments,Late Pleistocene to Holocene,marine and non-marine sediments,Hsr,1,0,42.0,,自然,Spring (natural seepage),spring,,,S,,1962.8,3.0,,,466.0,,,63.0,13.8,,21.4,10.3,0.5,,,,,,111.5,,124.3,,,,,,,,,,,,,,,,,,110.0,,,,,,,,,,,,,,,,,,,mg/l,,,,R:01-09,01網走,2.G.2,,,,,,,,,,,,,1895.0,-588959.2961,954826.7065
40,142.8872217,43.68326883,central Hokkaido volc,北海道,Hokkaido,上川郡上川町,Kamikawa-ch?,有毒温泉,有毒,,Y?doku onsen,Y?doku,有毒温泉A,,0.0,sediments,Late Pleistocene to Holocene,marine and non-marine sediments,Hsr,1,0,72.0,,自然,Spring (natural seepage),spring,,,S,,1962.8,3.0,,,716.0,,,217.0,56.8,,58,20,0.05,,,,,,380.4,,273.2,,,,,,,,,,,,,,,,,,110.0,,,,,,,,,,,,,,,,,,,mg/l,,,,R:01-09,01網走,2.G.1,,,,,,,,,,,,,1895.0,-588959.7432,954832.6915
41,142.8871603,43.68333583,central Hokkaido volc,北海道,Hokkaido,上川郡上川町,Kamikawa-ch?,有毒温泉,有毒,,Y?doku onsen,Y?doku,有毒温泉-8,,,sediments,Late Pleistocene to Holocene,marine and non-marine sediments,Hsr,1,1,37.8,50.0,自然,Spring (natural seepage),spring,,,S,,1988.8.8,2.8,3.01,,507.0,,0.07,48.27,9.82,0.51,14.96,6.01,,0.69,,0.4,4.28,0.12,,,620,,,,,,0.4,,,,,,,,,4.0,,,121.0,,,,,147.6,,,,,,,,,0.03,,0.12,,,mg/l,,,,R:01-03,01網走,R-8,,,,,,,,,,,,,1895.0,-588964.0314,954840.4312
42,142.8871073,43.68332033,central Hokkaido volc,北海道,Hokkaido,上川郡上川町,Kamikawa-ch?,有毒温泉,有毒,,Y?doku onsen,Y?doku,有毒温泉-6,,,sediments,Late Pleistocene to Holocene,marine and non-marine sediments,Hsr,1,1,80.7,300.0,自然,Spring (natural seepage),spring,,,S,,1988.8.8,3.0,3.4,,1220.0,,0.18,159.3,30.22,2.21,50.78,19.65,,0.3,,1.5,3.05,0.39,,,584,,,,,,1.1,,,,,,,,,4.9,,,234.0,,,,,32.6,,,,,,,,,0.09,,0.32,,,mg/l,,,,R:01-03,01網走,R-6,,,,,,,,,,,,,1895.0,-588968.5827,954839.2390000001
68,144.8981463,43.96707817,central Hokkaido volc,北海道,Hokkaido,斜里郡斜里町,Shari-ch?,峰浜温泉,峰浜,,Minehama onsen,Minehama,オジョボオマイ川B,,0.0,sediments,Middle to Late Miocene,marine and non-marine sediments,N2sn,1,1,32.3,40.0,自然,Spring (natural seepage),spring,,,S,,1978.6,7.6,,,2070.0,,,641.0,6.4,,81.5,1.5,0.36,0.36,,,0.23,2.4,800.9,,388.8,,,51.2,,,,,,,,,,,,,,,40.3,,,30,2.2,1.82,,,0.001,,,0.009,,,0.01,,,,,mg/l,,,,R:01-10,01網走,7.B.3,,,,,,,,,,,,,223.0,-420482.5144,970024.3747
69,144.8981887,43.9670585,central Hokkaido volc,北海道,Hokkaido,斜里郡斜里町,Shari-ch?,峰浜温泉,峰浜,,Minehama onsen,Minehama,オジョボオマイ川A,,0.0,sediments,Middle to Late Miocene,marine and non-marine sediments,N2sn,1,1,25.0,1.0,自然,Spring (natural seepage),spring,,,S,,1978.6,8.3,8.3,,2441.0,,,759.0,7.2,,55.4,25.2,0.04,0.04,,0.06,0.24,2.48,956.5,,465.7,,,68.3,0.5,,,,,,,,,,,,,,53.9,,,36.5,,5.04,,,0.001,,,0.004,,,0.004,,,,,mg/l,,,,R:01-10,01網走,7.B.2,,,,,,,,,,,,,226.0,-420479.1906,970021.9855
121,142.9426213,43.729956,central Hokkaido volc,北海道,Hokkaido,上川郡上川町,Kamikawa-ch?,層雲峡温泉,層雲峡,,S?unky? onsen,S?unky?,朝陽荘上の湯,,0.0,sediments,Late Pleistocene to Holocene,marine and non-marine sediments,Hsr,1,1,74.4,40.8,自然,Spring (natural seepage),spring,,,S,,1977.4,7.7,7.9,,547.0,,,142.5,10.8,,11.5,1.5,,,,0.12,0.06,2.2,71.7,,90.9,,,202.5,3,,,,,,,,,,,,,,115.1,,,20.5,,8.06,,,,,,,,,0.416,,,,,mg/l,,,,R:01-09,01網走,3.C.11,,,,,,,,,,,,,610.1,-583853.1622,959354.6268
140,142.945325,43.728407,central Hokkaido volc,北海道,Hokkaido,上川郡上川町,Kamikawa-ch?,層雲峡温泉,層雲峡,,S?unky? onsen,S?unky?,観光ホテル,,0.0,sediments,Late Pleistocene to Holocene,marine and non-marine sediments,Hsr,1,1,62.4,150.0,自然,Spring (natural seepage),spring,,,S,,1977.8,6.6,8.5,,778.0,,,207.3,13.9,,21.7,9.1,0.97,0.97,,0.59,0.06,1.34,44.4,,59.7,,,567.3,149.6,,,,,,,,,,,,,,160.5,,,31.4,,1.23,,,0.001,,,0.009,,,0.025,,,,,mg/l,,,,R:01-09,01網走,3.C.4,,,,,,,,,,,,,622.5,-583648.1399,959164.4293
154,144.9129288,43.7026105,central Hokkaido volc,北海道,Hokkaido,標津郡標津町,Shibetsu-ch?,川北温泉,川北,,Kawakita onsen,Kawakita,川北温泉-E,,0.0,sediments,Middle to Late Miocene,marine and non-marine sediments,N2sn,1,1,27.5,2.0,自然,Spring (natural seepage),spring,,,S,,1975.6,6.0,7.5,,1566.0,,,403.7,11.7,,85.3,55.6,4.24,4.24,,0.39,0.5,,450.9,,,,,872.3,,,,,,,,,,,,,,,153.4,,,57.2,275,0.1,,,,,,0.007,,,0.014,,,,,mg/l,,,,R:01-10,01網走,6.D.5,,,,,,,,,,,,,302.0,-421461.3705,941442.6983
155,144.9129025,43.70263433,central Hokkaido volc,北海道,Hokkaido,標津郡標津町,Shibetsu-ch?,川北温泉,川北,,Kawakita onsen,Kawakita,川北温泉-D,,0.0,sediments,Middle to Late Miocene,marine and non-marine sediments,N2sn,1,1,37.0,4.0,自然,Spring (natural seepage),spring,,,S,,1975.6,6.1,7.1,,2595.0,,,848.8,24.1,,46.8,53.8,2.24,2.04,0.2,0.15,0.52,,919.5,,,,,1098,,,,,,,,,,,,,,,191.6,,,150.3,119.7,,,,,,,0.01,,,0.033,,,,,mg/l,,,,R:01-10,01網走,6.D.4,,,,,,,,,,,,,305.0,-421463.3475,941445.4316
