Ser,keido,ido,Region (hydrogeologic-geologic),Prefectures,Prefecture_EN,Municipality,Municipality_EN,Place_Name,Onsen_Name,Kosen_Name,Place_Name_EN,Place_Simple_Name_EN,Well_Name,Well_Name_EN,Well_Depth,Simplified_rock_category,Rock_age_EN,Litho_EN,Geol_unit_code,Temp_avail,Disch_avail,Temp,Discharge,Flow_type,Flow_type_EN,Source_type,P (pumped),F (artesian),S (spring - natural),X (unknown source),Water quality sample date,pH,RpH,比重,TSM,H,Li,Na,K,NH4,Ca,Mg,TFe,Fe2+,Fe3+,Mn,Al,F,Cl,HS,SO4,HSO4,S2O3,HCO3,CO3,Br,I,OH,NO3,PO4,HPO4,H2PO4,H3PO4,AsO2,BO2,B,HSiO3,SiO3,SiO2,HAsO2,H2SiO3,HBO2,CO2,H2S,Sr,Ba,Cu,Hg,Pb,Zn,Cd,Cr,As,Ni,Rb,Cs,S,unit,Rn,Rn_unit,Spring_quality,Source,GeolMap,Map_No,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,h,x,y
6817,133.0070055,32.72652967,S of MTL S coasts,高知県,Kochi,土佐清水市,,(土佐清水市),,,,,(足摺岬),,1000.0,granitic,Middle to Late Miocene,granite,N2gr,1,1,23.1,400.0,動力揚湯,Power (pumped),well,P,,,,1990.7.27,8.0,8.0,1.0001,130.0,,,20.5,2,,13,4.7,,0.3,,,0.1,3.2,22.7,,9.1,,,53.4,0.4,,,,,,,,,,,,,,,,36.4,1.8,1.1,,,0.3,,,,,,,,,,,,mg/kg,59.37,,単純弱放射能冷鉱泉,R:KCH-1,13高知,KCH_012,,,,,,,,,,,,,106.6,-1688898.0669999998,-18297.521
5272,136.333613,34.42752283,S of MTL S coasts,三重県,Mie,松坂市,,下切温泉,下切,,,,,,300.0,Quat sediments,Late Pleistocene,lower terrace,Q3tl,1,1,16.0,5.0,動力5HP,Power (pumped),well,P,,,,1971.12.21,7.3,,,23189.0,,,8068.0,109.4,7.4,55.31,98.66,,0.049,,0.07400000000000001,0.106,,9982,,1.101,,,5298,0.36,,,,,,,,,,0.098,,0.046,,,,,,,,,,,,,,,,,,,,,mg/kg,,,含重曹食塩泉,R:MIE-1,11京都,MIE_021,,,,,,,,,,,,,129.6,-1327347.894,77833.9683
5321,136.2199237,34.380258,S of MTL S coasts,三重県,Mie,松坂市,,奥香肌峡温泉,奥香肌峡,,,,奥香肌峡温泉U,,,Quat sediments,Late Pleistocene,lower terrace,Q3tl,1,0,40.5,,,,well,,,,,1996.12.24,,,,,,1.2,228.0,8.1,0.3,15.5,21.9,,91.6,,0.8,,2,181.8,,5.2,,,624.8,0.3,0.3,,,,,,,,,,,,,,,37.9,17.3,209.5,,1,,,,,0.9,,,,,,,,,,,Na・Fe(II)-HCO3塩・塩化物温泉,R:MIE-3,11京都,MIE_070,,,,,,,,,,,,,241.2,-1339249.186,75304.3679
5341,136.3469052,34.3572195,S of MTL S coasts,三重県,Mie,多気郡大台町,,奥伊勢宮川温泉,奥伊勢宮川,,,,奥伊勢フォレストピア,,,Quat sediments,Late Pleistocene,lower terrace,Q3tl,1,1,34.2,100.0,,,well,,,,,1997.1.23,,6.9,,,,0.3,193.9,1.9,,5,2.7,,0.9,,,,9.8,75.2,,2.9,,,370.4,0.3,,,,,,,,,,,,,,,,16.3,10.4,49.7,,,,,,,,,,,,,,,,,,単純温泉,R:MIE-3,11京都,MIE_090,,,,,,,,,,,,,119,-1327576.669,70395.6224
5565,135.2081923,34.33815533,S of MTL S coasts,大阪府,?saka,阪南市,,箱作温泉,箱作,,,,,,1020.0,Quat sediments,Late Pleistocene,middle terrace,Q3tm,1,1,37.7,100.0,,,well,,,,,1989.12.7,,7.4,,17300.0,,,11.2,6518,102.4,23.7,5,,6.4,,0.08,53.5,3,2057,,2.5,,,14260,27,,,,,,0.4,,,,,,,,,0.01,46.1,136.1,951.9,,,,0.01,,,0.07,,,,,,,,mg/kg,3.7,10-10Ci/kg,Na-HCO3温泉,R:OSK-1,11京都,OSK_053,,,,,,,,,,,,,18.2,-1436963.062,92246.4459
6579,134.4461027,33.797563,S of MTL S coasts,徳島県,Tokushima,那賀郡那賀町,,紅葉川温泉,紅葉川,,,,,,150.0,Quat sediments,Late Pleistocene,lower terrace,Q3tl,1,1,18.0,30.0,,,well,,,,,1976.2.5,,9.0,,405.8,,,144.9,0.17,,0.685,0.21,,0.03,,,,6.597,24.59,1.026,2.6,,,290.1,8.578,,,0.17,,,,,,,6.492000000000001,,2.266,,,,11.47,11.07,0.7,0.01,,,,,,0.04,,,,,,,,mg/kg,,,,R:TKS-7,13高知,TKS_009,,,,,,,,,,,,,98.1,-1522767.856,54503.0898
6714,132.6661635,33.39681067,S of MTL S coasts,愛媛県,Ehime,西予市,,(西予市),,,,,(野村町蔵良),,40.0,Quat sediments,Late Pleistocene,middle terrace,Q3tm,1,1,17.1,13.8,,,well,,,,,1969.3.8,,8.0,,162.4,,,23.5,1.4,,17.3,7.5,,,,,0.1,0.7,15.6,0.6,3.1,,,105.1,0.8,,,,20.8,,,,,,0.5,,0.5,,,,24.5,7.2,16.9,,0.2,,,,,,,,,,,,,mg/kg,2.23,マッヘ,弱アルカリ性冷鉱泉,R:EHM-5,13高知,EHM_073,,,,,,,,,,,,,158.9,-1704015.082,57565.8597
6732,132.7937667,33.73201917,S of MTL S coasts,愛媛県,Ehime,伊予郡砥部町,,衝上温泉,衝上,,,,,,10.0,Quat sediments,Late Pleistocene,middle terrace,Q3tm,1,1,16.3,30.1,動力,Power (pumped),well,P,,,,1992.5.13,8.0,8.1,0.9985,1523.0,,0.9,552.8,7.2,3.0,11.6,9.1,,0.2,,,,1.4,680.9,,42.4,,,349.1,2.9,1.4,0.1,,,,0.1,,,,,,,,,,26.2,54.4,5.3,,1.1,1.9,,,,,,,,,,,0.2,mg/kg,2.48,M.E./kg,Na-塩化物・HCO3塩冷鉱泉,R:EHM-8,13高知,EHM_091,,,,,,,,,,,,,93.4,-1682804.9619999998,87929.6907
6791,132.6916755,33.44838567,S of MTL S coasts,愛媛県,Ehime,大洲市,,深瀬温泉,深瀬,,,,,,5.0,Quat sediments,Late Pleistocene,middle terrace,Q3tm,1,0,14.4,,,,well,,,,,2003.1.28,7.6,7.5,0.9983,235.6,,0.1,48.4,2.2,0.3,23.9,3.6,,0.2,,0.5,,1.5,33.7,,5,,,160.3,0.5,,,,,,0.2,,,,,,,,,,34.7,9.7,12.1,,0.3,,,,,,,,,,,,1.6,mg/kg,0.39,M.E./kg,弱アルカリ性冷鉱泉,R:EHM-17,13高知,EHM_150,,,,,,,,,,,,,201.8,-1700180.299,62079.447
6831,133.0713772,33.31301133,S of MTL S coasts,高知県,Kochi,高岡郡窪川町,,松葉川温泉,松葉川,,,,,,,Quat sediments,Late Pleistocene,lower terrace,Q3tl,1,1,11.0,23.5,動力なし,spring? (not pumped),well,,,,,1978.1.23,9.5,9.5,0.9985,192.0,,,78.1,0.7,0.274,1.507,0.522,,,,0.016,,1.7,2.213,3.076,1.893,,0.449,133.5,24.61,,,0.544,,,0.048,,,,3.37,,9.356,0.057,,,15.16,1.845,0.101,0.01,,,,,,,,,,,,,,mg/kg,,,単純硫化水素泉,R:KCH-1,13高知,KCH_026,,,,,,,,,,,,,286.3,-1667264.576,38837.5559
7142,130.8223977,32.236432,S of MTL S coasts,熊本県,Kumamoto,球磨郡錦町村,,高原,,,Takanbaru,Takanbaru,,,,Quat sediments,Middle Pleistocene,higher terrace,Q2th,1,1,41.0,92.4,,,well,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R:76,15九州,KYU460,,,,,,,,,,,,,156.2,-1914742.24,-7566.2361
7144,131.0430052,32.318364,S of MTL S coasts,熊本県,Kumamoto,球磨郡水上村,,湯山,,,Yuyama,Yuyama,湯山,,,Quat sediments,Late Pleistocene to Holocene,fan deposits,Hfn,1,1,34.3,187.5,,,well,,,,,,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,単純含S,R:76,15九州,KYU462,,,,,,,,,,,,,325.7,-1890935.344,-5801.4941
7245,131.0898298,31.720328,S of MTL S coasts,宮崎県,Miyazaki,都城市,,一万城,,,,,山仲温泉,,1.0,Quat sediments,Late Pleistocene,lower terrace,Q3tl,1,1,17.0,12.0,,,well,,,,,,6.1,,,,,,10.9,3.8,,8.4,2.7,,,,,,,17.7,,8,,,63,,,,,,,,,,,,,,,11.4,,,,,,,,,,,,,,,,,,,mg/kg,,,単純,R:17,15九州,KYU610,,,,,,,,,,,,,157.8,-1903779.773,-66303.2485
5259,136.8442958,34.44427267,S of MTL S coasts,三重県,Mie,鳥羽市,,(鳥羽市),,,,,(鳥羽市岩倉町),,500.0,sediments,Late Pleistocene to Holocene,marine and non-marine sediments,Hsr,1,1,18.4,120.0,,,well,,,,,1963.11.8,8.6,,1.0006,408.1,,,112.2,12.89,0.34700000000000003,12.99,3.164,,0.201,,,0.012,,21.95,2.648,109.4,,0.08900000000000001,190.4,3.558,,,0.17,,,,,,,,,3.107,,,,16.06,,1.481,,,,,,,,,,,,,,,mg/kg,5.66,10-10Ci/kg,,R:MIE-1,11京都,MIE_008,,,,,,,,,,,,,12.6,-1278071.344,69488.667
5260,136.0071458,33.94819083,S of MTL S coasts,三重県,Mie,熊野市,,神川温泉,神川,,,,,,400.0,sediments,Late Pleistocene to Holocene,marine and non-marine sediments,Hsr,1,1,18.1,3.5,,,well,,,,,1959.6.17,7.2,,1.0003,192.4,,,46.73,0.633,,9.778,0.783,,0.185,,,,,29.02,0.562,1.28,,,108.7,0.084,,,,,,,,,,,,0.008,,,,,,,,,,,,,,,,,,,,,mg/kg,6.79,10-10Ci/kg,硫化水素泉,R:MIE-1,11京都,MIE_009,,,,,,,,,,,,,164.2,-1369065.6030000001,35660.2083
5304,135.9709215,33.74790883,S of MTL S coasts,三重県,Mie,南牟婁郡紀宝町,,鮒田温泉,鮒田,,,,,,500.0,sediments,Late Pleistocene to Holocene,marine and non-marine sediments,Hsr,1,1,21.3,100.0,,,well,,,,,1959.8.15,10.4,,1.0009,632.0,,,263.2,3.8,,3.827,0.259,,0.1,,,,,8.852,0.358,9.501,,,256.2,189,,,,,,,,,,,,33.02,0.08,,,6.698,,0.026,,,,,,,,,,,,,,,mg/kg,5.56,10-10Ci/kg,重曹泉,R:MIE-1,11京都,MIE_053,,,,,,,,,,,,,11.1,-1376939.331,16053.0029
5305,135.9772413,33.74292733,S of MTL S coasts,三重県,Mie,南牟婁郡紀宝町,,鮒田温泉,鮒田,,,,,,400.0,sediments,Late Pleistocene to Holocene,marine and non-marine sediments,Hsr,1,1,25.0,80.0,,,well,,,,,1964.7.8,8.6,,1.0001,148.9,,,39.45,0.913,,4.21,1.844,,0.059,,,0.299,,37.58,0.98,6.748,,,51.93,0.606,,,0.068,,,0.091,,,,0.507,,1.956,,,,24.78,,1.245,,,,,,,,,,,,,,,mg/kg,9.97,10-10Ci/kg,,R:MIE-1,11京都,MIE_054,,,,,,,,,,,,,9,-1376437.279,15415.3745
5307,136.410221,34.34054767,S of MTL S coasts,三重県,Mie,度会郡大紀町,,阿曽温泉,阿曽,,,,阿曽温泉4号(うしお),,36.0,sediments,Late Pleistocene to Holocene,marine and non-marine sediments,Hsr,1,1,25.0,7.0,動力0.5HP,Power (pumped),well,P,,,,1957.2.26,6.5,,,5226.0,,,1272.0,191.3,,402.8,18.54,,10.1,,2.0,33.5,,1485,,79.6,,,2760,1718,,,,,,,,,,,,,92.06,,,,,171.5,,,,,,,,,,,,,,,mg/kg,,,含炭酸食塩重曹泉,R:MIE-1,11京都,MIE_056,,,,,,,,,,,,,114.5,-1321861.46,67427.2658
5309,136.7959283,34.50596083,S of MTL S coasts,三重県,Mie,伊勢市,,二見温泉,二見,,,,,,90.0,sediments,Late Pleistocene to Holocene,marine and non-marine sediments,Hsr,1,1,17.9,300.0,ポンプ1HP×2,Power (pumped),well,P,,,,1959.1.30,,,1.0192,27260.0,,,7972.0,306.2,61.33,411,981.8,,2.08,,,,,14460,2.117,1448,,,1269,0.66,52.07,,,,,,,,,,,4.624,,,,17.8,,192.2,1.534,,,,,,,,,,,,,,mg/kg,6.89,10-10Ci/kg,食塩硫化水素泉,R:MIE-1,11京都,MIE_058,,,,,,,,,,,,,1.6,-1281432.662,76728.7405
5312,136.7903598,34.50739717,S of MTL S coasts,三重県,Mie,伊勢市,,松下・西村温泉,松下・西村,,,,,,500.0,sediments,Late Pleistocene to Holocene,marine and non-marine sediments,Hsr,1,1,18.6,18.5,ポンプ7.5kW,Power (pumped),well,P,,,,1973.4.12,7.4,,1.0032,6027.0,,,807.6,27.92,,1149,101.9,,0.997,,3.669,,,3520,,108.5,,,44.16,0.033,,1.055,0.005,,,,,,,0.009000000000000001,,0.1,,,,19.92,0.701,,,,,,,,,,,,,,,,mg/kg,0.827,10-10Ci/kg,含塩化土類弱食塩泉,R:MIE-1,11京都,MIE_061,,,,,,,,,,,,,3.6,-1281936.17,76983.418
5342,136.587934,34.46803417,S of MTL S coasts,三重県,Mie,度会郡玉城町,,玉城弘法温泉,玉城弘法,,,,,,,sediments,Late Pleistocene to Holocene,marine and non-marine sediments,Hsr,1,0,22.1,,,,well,,,,,1992.10.15,,9.7,,,,1.8,4620.0,81.5,7.9,1.1,0.2,,,,,0.1,30.4,6740,,29.9,,,226.4,107.1,16.9,,,,,,,,,151.6,,26.8,,,,,,,,,,,,,,,,,,,,,,9.7,,Na-塩化物-強塩冷鉱泉,R:MIE-3,11京都,MIE_091,,,,,,,,,,,,,55,-1302139.252,76915.1476
5546,135.375146,34.34120133,S of MTL S coasts,大阪府,?saka,泉佐野市,,犬鳴山温泉,犬鳴山,,,,,,,sediments,Late Cretaceous,marine sandy turbidite,K2mt,1,1,14.0,15.0,,,well,,,,,1958.3.10,,8.5,,254.8,,,86.0,0.5,0.4,1.5,0.5,,7.6,,,,,5.2,2.9,12,,0.7,150.2,35.5,,,0.4,,,,,,,,,,,,,22.3,4.7,,,,,,,,,,,,,,,,mg/kg,,10-10Ci/kg,単純硫黄泉,R:OSK-1,11京都,OSK_034,,,,,,,,,,,,,154.3,-1420941.2,88950.0581
5547,135.3828218,34.34134967,S of MTL S coasts,大阪府,?saka,泉佐野市,,犬鳴山生温泉,犬鳴山生,,,,,,200.0,sediments,Late Cretaceous,marine sandy turbidite,K2mt,1,1,18.0,4.5,,,well,,,,,1974.7.3,,8.7,,734.0,,,302.7,2.8,0.8,3.3,0.5,,1.6,,0.01,3.5,1.1,14.5,,15.8,,,742,27.4,,,0.1,,,0.5,,,,0.8,,3.0,,,,24.6,2.3,2.9,,,,,,,,,,,,,,,mg/kg,0.76,10-10Ci/kg,Na-HCO3泉,R:OSK-1,11京都,OSK_035,,,,,,,,,,,,,285.6,-1420204.2140000002,88800.3249
5548,135.3752492,34.34119183,S of MTL S coasts,大阪府,?saka,泉佐野市,,犬鳴山温泉,犬鳴山,,,,,,300.0,sediments,Late Cretaceous,marine sandy turbidite,K2mt,1,1,16.0,3.0,,,well,,,,,1977.2.15,,8.6,,872.0,,,372.6,23,0.5,2.3,0.3,,0.1,,,,5.5,21.6,0.6,1.7,,,910.4,33.6,,,0.1,,,0.3,,,,0.6,,1.8,,,,14.7,1.7,3.5,0.01,,,,,,,,,,,,,,mg/kg,0.98,10-10Ci/kg,Na-HCO3泉,R:OSK-1,11京都,OSK_036,,,,,,,,,,,,,152.9,-1420931.554,88946.8759
5553,135.1648817,34.32590383,S of MTL S coasts,大阪府,?saka,泉南郡岬町,,岬温泉,岬,,,,,,40.0,sediments,Late Pleistocene to Holocene,marine and non-marine sediments,Hsr,1,1,18.3,83.0,自噴,Artesian,well,,F,,,1967.2.9,,7.8,,1539.0,,,554.4,6,1.0,6.1,2.2,,1.1,,0.1,,,141.7,,,,,1258,3.7,,,0.009000000000000001,,,0.4,,,,3.1,,1.1,,,0.011,116.3,107.1,60.5,,,,0.02,,,,,,,,,,,mg/kg,8.7,10-10Ci/kg,Na-HCO3泉,R:OSK-1,11京都,OSK_041,,,,,,,,,,,,,16.6,-1441383.7119999998,91943.8929
5554,135.1588147,34.3043535,S of MTL S coasts,大阪府,?saka,泉南郡岬町,,孝子たちばな温泉,孝子たちばな,,,,,,80.0,sediments,Late Cretaceous,marine muddy turbidite,K2mf,1,1,20.0,80.0,,,well,,,,,1973.3.1,,8.5,,499.0,,,189.6,2.8,0.6,14.4,4.7,,0.1,,,,2,14.4,,14.7,,,490.3,18.1,,,0.1,,,0.1,,,,4.3,,2.9,,,,23.8,11.6,1.9,,,,,,,,,,,,,,,mg/kg,0.83,10-10Ci/kg,冷絋泉,R:OSK-1,11京都,OSK_042,,,,,,,,,,,,,37.2,-1442462.725,89887.0605
5609,135.4006633,33.72150917,S of MTL S coasts,和歌山県,Wakayama,田辺市,Tanabe-shi,新庄温泉,新庄,,Shinj? onsen,Shinj?,内海の湯,,,sediments,Late Pleistocene to Holocene,marine and non-marine sediments,Hsr,1,1,19.3,21.0,揚水,Power (pumped),well,P,,,,1964.8.21,,7.6,1.001,1621.0,,,628.5,6.6,,11.5,5.399,,0.251,,,3.2,,386.8,0.39,22.97,,,1060,2.503,,,,,,,,,,,,0.177,22.38,,,22.38,,63.73,0.109,,,,,,,,,,,,,,mg/kg,,,含食塩重曹泉,R:WKY-1,11京都,WKY_002,,,,,,,,,,,,,1.9,-1432616.822,25481.9217
5610,135.381199,33.73113133,S of MTL S coasts,和歌山県,Wakayama,田辺市,Tanabe-shi,利三郎温泉,利三郎,,Risabur? onsen,Risabur?,第5号泉,,,sediments,Late Pleistocene to Holocene,marine and non-marine sediments,Hsr,1,1,33.0,199.0,,,well,,,,,1967.3.28,7.4,7.4,1.0028,5922.0,,,1838.0,41.83,,109,34.88,,0.023,,,0.017,,1880,0.023,170.2,,,1830,78.75,,,,,,,,,,,,2.138,,,,43.38,,17.163,0.011,,,,,,,,,,,,,,mg/kg,,,食塩泉,R:WKY-1,11京都,WKY_003,,,,,,,,,,,,,6.1,-1434276.5159999998,26879.2848
5611,135.409192,33.703482,S of MTL S coasts,和歌山県,Wakayama,西牟婁郡上富田町,Kamitonda-ch?,観音湯,,,Kannon yu,Kannon yu,,,,sediments,Early Miocene to Middle Miocene,marine and non-marine sediments,N1sr,1,1,35.5,70.85,揚水,Power (pumped),well,P,,,,1971.6.14,7.6,8.43,1.0026,2390.0,,,820.0,4.25,,25.85,13.97,,0.559,,,,,229.7,0.14800000000000002,0.059,,,2099,9.562,,,0.017,,,,,,,,,0.848,,,,43.8,,49.86,0.307,,,,,,,,,,,,,,mg/kg,,,重曹泉,R:WKY-1,11京都,WKY_004,,,,,,,,,,,,,43.6,-1432203.31,23469.4283
5612,135.7753123,33.4690365,S of MTL S coasts,和歌山県,Wakayama,東牟婁郡串本町,Kushimoto-ch?,海月温泉,海月,,Kurage onsen,Kurage,林温泉,,,sediments,Early Miocene to Middle Miocene,marine and non-marine sediments,N1sr,1,1,23.5,150.0,,,well,,,,,1958.3.31,,8.2,1.0023,4072.0,,,798.7,25.65,,215.3,13.08,,0.22,,,,,1052.3,33.07,43.38,,,594.9,114.02,,,28.77,,,,,,,,,30.24,,,,3.36,,,,,,,,,,,,,,,,,mg/kg,,,含食塩重曹硫黄泉,R:WKY-1,11京都,WKY_005,,,,,,,,,,,,,11.2,-1402023.219,-8145.757
5613,135.7832025,33.4748085,S of MTL S coasts,和歌山県,Wakayama,東牟婁郡串本町,Kushimoto-ch?,海月温泉,海月,,Kurage onsen,Kurage,岡常温泉,,,sediments,Early Miocene to Middle Miocene,marine and non-marine sediments,N1sr,1,1,27.0,2000.0,,,well,,,,,1958.3.31,,8.2,1.002,3398.5,,,541.2,20.18,,414.8,68.15,,0.581,,,,,127.8,15.88,15.76,,,621.8,66.61,,,14.45,,,,,,,,,25.47,,,,2.83,,,,,,,,,,,,,,,,,mg/kg,,,含食塩重曹硫黄泉,R:WKY-1,11京都,WKY_006,,,,,,,,,,,,,3,-1401129.792,-7727.5606
5614,135.7815588,33.46976967,S of MTL S coasts,和歌山県,Wakayama,東牟婁郡串本町,Kushimoto-ch?,海月温泉,海月,,Kurage onsen,Kurage,,,,sediments,Late Pleistocene to Holocene,marine and non-marine sediments,Hsr,1,1,24.7,180.0,,,well,,,,,1958.3.31,,8.2,1.0021,3348.7,,,569.6,22.16,,394.1,30.95,,0.141,,,,,1068,19.51,2.88,,,780.4,72.91,,,22.62,,,,,,,,,18.53,,,,2.17,,,,,,,,,,,,,,,,,mg/kg,,,含食塩重曹硫黄泉,R:WKY-1,11京都,WKY_007,,,,,,,,,,,,,3,-1401400.8269999998,-8203.7498
5615,135.782575,33.47402517,S of MTL S coasts,和歌山県,Wakayama,東牟婁郡串本町,Kushimoto-ch?,海月温泉,海月,,Kurage onsen,Kurage,,,,sediments,Early Miocene to Middle Miocene,marine and non-marine sediments,N1sr,1,1,27.9,150.0,,,well,,,,,,,8.2,1.0008,1820.0,,,424.3,16.03,,157.9,34.9,,,,,,,1010,1.359,15.2,,,31.55,6.305,,,0.017,,,,,,,,,0.203,,,,64.97,,4.794,0.102,,,,,,,,,,,,,,mg/kg,,,,R:WKY-1,11京都,WKY_008,,,,,,,,,,,,,2.8,-1401208.019,-7793.7118
5616,135.7925468,33.486812,S of MTL S coasts,和歌山県,Wakayama,東牟婁郡串本町,Kushimoto-ch?,海月温泉,海月,,Kurage onsen,Kurage,,,,sediments,Early Miocene to Middle Miocene,marine and non-marine sediments,N1sr,1,1,25.5,120.0,揚水,Power (pumped),well,P,,,,1966.5.31,8.2,8.2,1.0006,650.2,,,161.4,7.605,,37.17,22.86,,0.23,,,,,317.4,0.031,36.66,,,42.33,0.191,,,0.029,,,,,,,,,32.79,,,,14.51,,0.644,1.249,,,,,,,,,,,,,,mg/kg,,,単純温泉,R:WKY-1,11京都,WKY_009,,,,,,,,,,,,,2.5,-1399957.549,-6707.9926
5619,135.807068,33.47399733,S of MTL S coasts,和歌山県,Wakayama,東牟婁郡串本町,Kushimoto-ch?,海月温泉,海月,,Kurage onsen,Kurage,大島温泉,,,sediments,Early Miocene to Middle Miocene,marine and non-marine sediments,N1sr,1,1,27.0,26.7,揚水,Power (pumped),well,P,,,,1971.12.25,7.0,7.8,1.0007,820.9,,,240.0,5.5,,15.03,15.8,,1.1,,,,,260.6,37.57,80.69,,,109.3,0.031,,,0.002,,,,,,,,,0.146,,,,72.5,,26.27,11.08,,,,,,,,,,,,,,mg/kg,,,単純硫化水素泉,R:WKY-1,11京都,WKY_012,,,,,,,,,,,,,8.9,-1398831.888,-8314.8388
5620,135.7870813,33.47787483,S of MTL S coasts,和歌山県,Wakayama,東牟婁郡串本町,Kushimoto-ch?,海月温泉,海月,,Kurage onsen,Kurage,,,,sediments,Early Miocene to Middle Miocene,marine and non-marine sediments,N1sr,1,1,33.0,400.0,揚水3HP,Power (pumped),well,P,,,,1974.4.8,7.4,7.4,1.0038,3694.0,,,705.6,10.82,,427.7,47.4,,,0.031,0.047,,,1991,0.728,33.33,,0.041,27.03,0.018,,,0.005,,,,,,,,,0.139,,,,68.64,,6.501,3.497,,,0.028,,,,,,,,,,,mg/kg,,,含食塩-硫化水素泉,R:WKY-1,11京都,WKY_013,,,,,,,,,,,,,3.2,-1400685.565,-7498.7189
5673,135.9417392,33.63041583,S of MTL S coasts,和歌山県,Wakayama,東牟婁郡那智勝浦町,Nachikatsuura-ch?,勝浦温泉,勝浦,,Katsuura onsen,Katsuura,渚湯第二号泉,,,sediments,Early Miocene to Middle Miocene,marine and non-marine sediments,N1sr,1,1,43.0,40.0,,,well,,,,,,,8.5,1.003,2429.0,,,717.35,115.55,,95.28,3.149,,0.2,,,0.3,,1210.05,4.237,165.82,,,74.95,4.287,,,0.57,,,,,,,,,,,,,37.93,,,,,,,,,,,,,,,,,mg/kg,,,含食塩硫黄泉,R:WKY-1,11京都,WKY_066,,,,,,,,,,,,,3.7,-1382334.8830000001,4727.8959
5674,135.9462065,33.62096033,S of MTL S coasts,和歌山県,Wakayama,東牟婁郡那智勝浦町,Nachikatsuura-ch?,勝浦温泉,勝浦,,Katsuura onsen,Katsuura,中の島温泉,,,sediments,Early Miocene to Middle Miocene,marine and non-marine sediments,N1sr,1,1,59.0,65.0,,,well,,,,,1957.2.10,,8.5,1.0013,1764.53,,,413.9,16.95,,177.3,56.45,,0.24,,,1.5,,891,20.46,65.96,,,93.9,2.658,,,0.522,,,,,,,,,,,,,123.7,,,,,,,,,,,,,,,,,mg/kg,,,含食塩硫黄泉,R:WKY-1,11京都,WKY_067,,,,,,,,,,,,,4.9,-1382109.314,3674.4877
5675,135.950679,33.6256655,S of MTL S coasts,和歌山県,Wakayama,東牟婁郡那智勝浦町,Nachikatsuura-ch?,勝浦温泉,勝浦,,Katsuura onsen,Katsuura,翁湯,,,sediments,Early Miocene to Middle Miocene,marine and non-marine sediments,N1sr,1,1,59.8,90.0,,,well,,,,,1958.3.31,,8.2,1.0035,3425.4,,,708.5,27.34,,314.2,10.12,,0.374,,,,,1033,5.85,57.68,,,546.3,123.3,,,38.95,,,,,,,,,43.95,,,,10.1,,,,,,,,,,,,,,,,,mg/kg,,,含食塩硫黄泉,R:WKY-1,11京都,WKY_068,,,,,,,,,,,,,2.4,-1381573.096,4058.82
5676,135.9417458,33.63041317,S of MTL S coasts,和歌山県,Wakayama,東牟婁郡那智勝浦町,Nachikatsuura-ch?,勝浦温泉,勝浦,,Katsuura onsen,Katsuura,望海湯,,,sediments,Early Miocene to Middle Miocene,marine and non-marine sediments,N1sr,1,1,42.7,60.0,,,well,,,,,1958.10.11,,7.8,1.003,1689.6,,,365.7,12.26,,120.4,30.74,,0.122,,,,,750.5,3.575,123.4,,,55.12,0.123,,,0.011,,,,,,,,,,,,,28.5,,2.117,0.255,,,,,,,,,,,,,,mg/kg,,,含食塩硫黄泉,R:WKY-1,11京都,WKY_069,,,,,,,,,,,,,3.7,-1382334.302,4727.4879
5677,135.952578,33.6262465,S of MTL S coasts,和歌山県,Wakayama,東牟婁郡那智勝浦町,Nachikatsuura-ch?,勝浦温泉,勝浦,,Katsuura onsen,Katsuura,岩窟湯,,,sediments,Early Miocene to Middle Miocene,marine and non-marine sediments,N1sr,1,1,42.8,100.0,,,well,,,,,1960.12.19,,7.4,1.002,2012.0,,,562.9,9.209,,132.8,12.65,,5.284,,,,,1084,8.791,56.04,,,96.87,,,,,,,,,,,,,0.231,,,,47.06,,9.313,3.981,,,,,,,,,,,,,,mg/kg,,,含食塩硫黄泉,R:WKY-1,11京都,WKY_070,,,,,,,,,,,,,4,-1381376.45,4078.1611
5678,135.9433,33.63341667,S of MTL S coasts,和歌山県,Wakayama,東牟婁郡那智勝浦町,Nachikatsuura-ch?,勝浦温泉,勝浦,,Katsuura onsen,Katsuura,はまのゆ,,,sediments,Early Miocene to Middle Miocene,marine and non-marine sediments,N1sr,1,1,30.0,136.0,,,well,,,,,1960.12.19,,7.6,1.001,319.5,,,87.76,4.86,,22.06,1.982,,0.315,,,,,122.3,3.45,36.67,,,54.72,,,,,,,,,,,,,0.012,,,,6.621,,5.259,1.564,,,,,,,,,,,,,,mg/kg,,,単純硫黄泉,R:WKY-1,11京都,WKY_071,,,,,,,,,,,,,4.7,-1382117.996,4999.9882
